@relation '01_klienci4-weka.filters.unsupervised.attribute.Reorder-R1-2,4-8,3-weka.filters.unsupervised.attribute.Copy-R8-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial-R9-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.InterquartileRange-R2-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.Copy-R2-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial_czas rozmowy-R10-weka.filters.unsupervised.attribute.Copy-R10-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R10-precision6-weka.filters.supervised.attribute.Discretize-R11-precision6-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial_czas rozmowy_supervised-R11-weka.filters.unsupervised.attribute.Reorder-R1-7,10-11,8,9-weka.filters.unsupervised.attribute.Copy-R4-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceDzienTygodnia-R12-weka.filters.unsupervised.attribute.ChangeDateFormat-C12-FEEE-weka.filters.unsupervised.attribute.ChangeDateFormat-C12-F\"EEE\"-weka.filters.unsupervised.attribute.NumericToNominal-R12-weka.filters.unsupervised.attribute.Reorder-R1-9,12,10-11'

@attribute 'numer klienta' {6,12,9,3,7,11,2,5,10,1,8,4,15,13,14}
@attribute 'czas rozmowy' numeric
@attribute przedstawiciel {P03,P02,P05,P01,P04}
@attribute 'data rozmowy' date yyyy-MM-dd
@attribute Oddzia³ {Rzeszów,Wroc³aw,£ódŸ,Warszawa}
@attribute Region {Po³udnie,Zachód,Centrum}
@attribute miesi¹c {9,10,8}
@attribute 'przedzial_czas rozmowy' {'\'(-inf-30.666667]\'','\'(30.666667-60.333333]\'','\'(60.333333-90]\'','\'(90-119.666667]\'','\'(119.666667-149.333333]\'','\'(149.333333-inf)\''}
@attribute 'przedzial_czas rozmowy_supervised' {'\'All\''}
@attribute DzienTygodnia {'\"czw.\"','\"pt.\"','\"sob.\"','\"niedz.\"','\"pon.\"','\"wt.\"','\"?r.\"'}
@attribute 'kwota zakupu' numeric
@attribute przedzial {'\'(-inf-54.166667]\'','\'(54.166667-88.333333]\'','\'(88.333333-122.5]\'','\'(122.5-156.666667]\'','\'(156.666667-190.833333]\'','\'(190.833333-inf)\''}

@data
8,37,P03,2013-10-06,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'','\"niedz.\"',220,'\'(190.833333-inf)\''
14,49,P02,2013-10-29,Wroc³aw,Zachód,10,'\'(30.666667-60.333333]\'','\'All\'','\"wt.\"',80,'\'(54.166667-88.333333]\''
6,55,P02,2013-08-30,Wroc³aw,Zachód,8,'\'(30.666667-60.333333]\'','\'All\'','\"pt.\"',178,'\'(156.666667-190.833333]\''
6,118,P04,2013-08-08,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"czw.\"',32,'\'(-inf-54.166667]\''
15,64,P01,2013-10-25,Warszawa,Centrum,10,'\'(60.333333-90]\'','\'All\'','\"pt.\"',221,'\'(190.833333-inf)\''
10,10,P04,2013-08-11,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',206,'\'(190.833333-inf)\''
11,55,P01,2013-09-10,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"wt.\"',129,'\'(122.5-156.666667]\''
15,32,P03,2013-09-10,Rzeszów,Po³udnie,9,'\'(30.666667-60.333333]\'','\'All\'','\"wt.\"',53,'\'(-inf-54.166667]\''
4,94,P01,2013-08-23,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"pt.\"',37,'\'(-inf-54.166667]\''
11,121,P03,2013-09-19,Rzeszów,Po³udnie,9,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',156,'\'(122.5-156.666667]\''
7,24,P01,2013-10-13,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',82,'\'(54.166667-88.333333]\''
5,151,P04,2013-09-18,Warszawa,Centrum,9,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',21,'\'(-inf-54.166667]\''
5,171,P03,2013-09-13,Rzeszów,Po³udnie,9,'\'(149.333333-inf)\'','\'All\'','\"pt.\"',177,'\'(156.666667-190.833333]\''
3,146,P03,2013-08-21,Rzeszów,Po³udnie,8,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',181,'\'(156.666667-190.833333]\''
8,42,P01,2013-08-21,Warszawa,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'','\"?r.\"',30,'\'(-inf-54.166667]\''
6,41,P05,2013-08-16,£ódŸ,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'','\"pt.\"',200,'\'(190.833333-inf)\''
14,163,P05,2013-09-21,£ódŸ,Centrum,9,'\'(149.333333-inf)\'','\'All\'','\"sob.\"',32,'\'(-inf-54.166667]\''
6,68,P03,2013-08-19,Rzeszów,Po³udnie,8,'\'(60.333333-90]\'','\'All\'','\"pon.\"',32,'\'(-inf-54.166667]\''
15,154,P04,2013-09-08,Warszawa,Centrum,9,'\'(149.333333-inf)\'','\'All\'','\"niedz.\"',165,'\'(156.666667-190.833333]\''
11,124,P04,2013-08-15,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',208,'\'(190.833333-inf)\''
9,24,P01,2013-08-18,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',191,'\'(190.833333-inf)\''
8,95,P04,2013-08-17,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"sob.\"',62,'\'(54.166667-88.333333]\''
15,139,P04,2013-08-28,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',198,'\'(190.833333-inf)\''
13,15,P04,2013-08-14,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"?r.\"',70,'\'(54.166667-88.333333]\''
3,122,P02,2013-10-30,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',208,'\'(190.833333-inf)\''
9,75,P02,2013-09-14,Wroc³aw,Zachód,9,'\'(60.333333-90]\'','\'All\'','\"sob.\"',57,'\'(54.166667-88.333333]\''
10,124,P04,2013-10-29,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',80,'\'(54.166667-88.333333]\''
3,60,P04,2013-09-19,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"czw.\"',126,'\'(122.5-156.666667]\''
3,174,P05,2013-08-13,£ódŸ,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"wt.\"',101,'\'(88.333333-122.5]\''
1,24,P02,2013-10-08,Wroc³aw,Zachód,10,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',49,'\'(-inf-54.166667]\''
7,159,P04,2013-08-08,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',213,'\'(190.833333-inf)\''
15,121,P01,2013-10-03,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',81,'\'(54.166667-88.333333]\''
9,17,P01,2013-09-21,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"sob.\"',150,'\'(122.5-156.666667]\''
14,13,P01,2013-09-23,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"pon.\"',20,'\'(-inf-54.166667]\''
7,94,P01,2013-09-21,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"sob.\"',184,'\'(156.666667-190.833333]\''
2,162,P03,2013-10-06,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'','\"niedz.\"',88,'\'(54.166667-88.333333]\''
3,83,P02,2013-10-22,Wroc³aw,Zachód,10,'\'(60.333333-90]\'','\'All\'','\"wt.\"',59,'\'(54.166667-88.333333]\''
1,174,P04,2013-08-02,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"pt.\"',73,'\'(54.166667-88.333333]\''
12,94,P01,2013-08-22,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"czw.\"',29,'\'(-inf-54.166667]\''
5,64,P03,2013-09-15,Rzeszów,Po³udnie,9,'\'(60.333333-90]\'','\'All\'','\"niedz.\"',173,'\'(156.666667-190.833333]\''
1,157,P03,2013-09-25,Rzeszów,Po³udnie,9,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',109,'\'(88.333333-122.5]\''
8,20,P02,2013-08-07,Wroc³aw,Zachód,8,'\'(-inf-30.666667]\'','\'All\'','\"?r.\"',170,'\'(156.666667-190.833333]\''
15,90,P01,2013-08-28,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'','\"?r.\"',154,'\'(122.5-156.666667]\''
3,36,P02,2013-10-17,Wroc³aw,Zachód,10,'\'(30.666667-60.333333]\'','\'All\'','\"czw.\"',60,'\'(54.166667-88.333333]\''
12,165,P01,2013-08-14,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',49,'\'(-inf-54.166667]\''
10,23,P05,2013-09-14,£ódŸ,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"sob.\"',37,'\'(-inf-54.166667]\''
2,115,P01,2013-08-04,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"niedz.\"',181,'\'(156.666667-190.833333]\''
8,38,P04,2013-10-09,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"?r.\"',41,'\'(-inf-54.166667]\''
11,63,P03,2013-09-15,Rzeszów,Po³udnie,9,'\'(60.333333-90]\'','\'All\'','\"niedz.\"',136,'\'(122.5-156.666667]\''
15,62,P03,2013-08-23,Rzeszów,Po³udnie,8,'\'(60.333333-90]\'','\'All\'','\"pt.\"',209,'\'(190.833333-inf)\''
3,59,P03,2013-09-05,Rzeszów,Po³udnie,9,'\'(30.666667-60.333333]\'','\'All\'','\"czw.\"',117,'\'(88.333333-122.5]\''
13,139,P01,2013-09-30,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"pon.\"',53,'\'(-inf-54.166667]\''
14,75,P02,2013-09-28,Wroc³aw,Zachód,9,'\'(60.333333-90]\'','\'All\'','\"sob.\"',187,'\'(156.666667-190.833333]\''
9,29,P05,2013-08-16,£ódŸ,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"pt.\"',87,'\'(54.166667-88.333333]\''
13,125,P01,2013-09-06,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"pt.\"',224,'\'(190.833333-inf)\''
12,103,P05,2013-09-30,£ódŸ,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"pon.\"',74,'\'(54.166667-88.333333]\''
15,70,P04,2013-08-21,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'','\"?r.\"',97,'\'(88.333333-122.5]\''
2,43,P03,2013-10-07,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'','\"pon.\"',111,'\'(88.333333-122.5]\''
5,161,P02,2013-08-15,Wroc³aw,Zachód,8,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',201,'\'(190.833333-inf)\''
1,67,P04,2013-10-26,Warszawa,Centrum,10,'\'(60.333333-90]\'','\'All\'','\"sob.\"',122,'\'(88.333333-122.5]\''
8,15,P02,2013-08-08,Wroc³aw,Zachód,8,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',128,'\'(122.5-156.666667]\''
6,20,P05,2013-08-27,£ódŸ,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',126,'\'(122.5-156.666667]\''
12,152,P01,2013-08-04,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"niedz.\"',197,'\'(190.833333-inf)\''
15,20,P02,2013-10-28,Wroc³aw,Zachód,10,'\'(-inf-30.666667]\'','\'All\'','\"pon.\"',75,'\'(54.166667-88.333333]\''
2,135,P05,2013-08-10,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"sob.\"',216,'\'(190.833333-inf)\''
15,103,P04,2013-08-29,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"czw.\"',155,'\'(122.5-156.666667]\''
11,7,P05,2013-10-20,£ódŸ,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',54,'\'(-inf-54.166667]\''
14,161,P04,2013-10-25,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"pt.\"',47,'\'(-inf-54.166667]\''
2,158,P03,2013-10-02,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',46,'\'(-inf-54.166667]\''
14,5,P01,2013-10-16,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"?r.\"',161,'\'(156.666667-190.833333]\''
5,163,P04,2013-08-26,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',31,'\'(-inf-54.166667]\''
8,113,P03,2013-08-20,Rzeszów,Po³udnie,8,'\'(90-119.666667]\'','\'All\'','\"wt.\"',131,'\'(122.5-156.666667]\''
5,85,P02,2013-08-25,Wroc³aw,Zachód,8,'\'(60.333333-90]\'','\'All\'','\"niedz.\"',137,'\'(122.5-156.666667]\''
3,132,P01,2013-09-17,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',202,'\'(190.833333-inf)\''
4,179,P01,2013-10-16,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',136,'\'(122.5-156.666667]\''
10,13,P02,2013-08-14,Wroc³aw,Zachód,8,'\'(-inf-30.666667]\'','\'All\'','\"?r.\"',114,'\'(88.333333-122.5]\''
13,54,P05,2013-10-17,£ódŸ,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"czw.\"',20,'\'(-inf-54.166667]\''
9,61,P02,2013-10-14,Wroc³aw,Zachód,10,'\'(60.333333-90]\'','\'All\'','\"pon.\"',164,'\'(156.666667-190.833333]\''
13,141,P05,2013-10-28,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"pon.\"',223,'\'(190.833333-inf)\''
10,110,P05,2013-09-27,£ódŸ,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"pt.\"',103,'\'(88.333333-122.5]\''
3,3,P05,2013-10-06,£ódŸ,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',209,'\'(190.833333-inf)\''
11,91,P01,2013-09-26,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"czw.\"',89,'\'(88.333333-122.5]\''
15,149,P03,2013-10-30,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',216,'\'(190.833333-inf)\''
1,173,P04,2013-10-15,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"wt.\"',64,'\'(54.166667-88.333333]\''
7,29,P02,2013-09-19,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',66,'\'(54.166667-88.333333]\''
6,130,P04,2013-08-30,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"pt.\"',210,'\'(190.833333-inf)\''
2,164,P04,2013-08-23,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"pt.\"',214,'\'(190.833333-inf)\''
5,44,P04,2013-10-27,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"niedz.\"',120,'\'(88.333333-122.5]\''
3,151,P03,2013-09-12,Rzeszów,Po³udnie,9,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',63,'\'(54.166667-88.333333]\''
14,1,P05,2013-10-06,£ódŸ,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',37,'\'(-inf-54.166667]\''
12,93,P03,2013-08-05,Rzeszów,Po³udnie,8,'\'(90-119.666667]\'','\'All\'','\"pon.\"',120,'\'(88.333333-122.5]\''
10,27,P03,2013-08-06,Rzeszów,Po³udnie,8,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',124,'\'(122.5-156.666667]\''
11,122,P04,2013-10-09,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',128,'\'(122.5-156.666667]\''
12,70,P05,2013-09-25,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'','\"?r.\"',183,'\'(156.666667-190.833333]\''
4,56,P05,2013-08-06,£ódŸ,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'','\"wt.\"',150,'\'(122.5-156.666667]\''
2,88,P05,2013-08-23,£ódŸ,Centrum,8,'\'(60.333333-90]\'','\'All\'','\"pt.\"',105,'\'(88.333333-122.5]\''
6,93,P03,2013-08-01,Rzeszów,Po³udnie,8,'\'(90-119.666667]\'','\'All\'','\"czw.\"',53,'\'(-inf-54.166667]\''
8,111,P01,2013-08-01,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"czw.\"',110,'\'(88.333333-122.5]\''
5,84,P04,2013-10-05,Warszawa,Centrum,10,'\'(60.333333-90]\'','\'All\'','\"sob.\"',183,'\'(156.666667-190.833333]\''
7,1,P01,2013-09-22,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',158,'\'(156.666667-190.833333]\''
1,147,P03,2013-09-15,Rzeszów,Po³udnie,9,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',116,'\'(88.333333-122.5]\''
4,164,P02,2013-08-06,Wroc³aw,Zachód,8,'\'(149.333333-inf)\'','\'All\'','\"wt.\"',74,'\'(54.166667-88.333333]\''
8,48,P03,2013-09-22,Rzeszów,Po³udnie,9,'\'(30.666667-60.333333]\'','\'All\'','\"niedz.\"',23,'\'(-inf-54.166667]\''
7,26,P03,2013-08-14,Rzeszów,Po³udnie,8,'\'(-inf-30.666667]\'','\'All\'','\"?r.\"',130,'\'(122.5-156.666667]\''
11,176,P02,2013-09-27,Wroc³aw,Zachód,9,'\'(149.333333-inf)\'','\'All\'','\"pt.\"',141,'\'(122.5-156.666667]\''
14,36,P03,2013-08-24,Rzeszów,Po³udnie,8,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',155,'\'(122.5-156.666667]\''
11,106,P04,2013-08-08,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"czw.\"',59,'\'(54.166667-88.333333]\''
5,135,P01,2013-09-05,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',86,'\'(54.166667-88.333333]\''
6,62,P05,2013-08-15,£ódŸ,Centrum,8,'\'(60.333333-90]\'','\'All\'','\"czw.\"',207,'\'(190.833333-inf)\''
11,121,P04,2013-08-12,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"pon.\"',218,'\'(190.833333-inf)\''
3,100,P02,2013-10-28,Wroc³aw,Zachód,10,'\'(90-119.666667]\'','\'All\'','\"pon.\"',105,'\'(88.333333-122.5]\''
14,132,P01,2013-09-29,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',44,'\'(-inf-54.166667]\''
1,135,P03,2013-10-29,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',42,'\'(-inf-54.166667]\''
7,83,P01,2013-10-24,Warszawa,Centrum,10,'\'(60.333333-90]\'','\'All\'','\"czw.\"',107,'\'(88.333333-122.5]\''
10,87,P01,2013-09-05,Warszawa,Centrum,9,'\'(60.333333-90]\'','\'All\'','\"czw.\"',46,'\'(-inf-54.166667]\''
10,2,P04,2013-09-21,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"sob.\"',72,'\'(54.166667-88.333333]\''
7,175,P02,2013-10-16,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',170,'\'(156.666667-190.833333]\''
8,91,P05,2013-08-23,£ódŸ,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"pt.\"',154,'\'(122.5-156.666667]\''
9,55,P01,2013-10-01,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"wt.\"',46,'\'(-inf-54.166667]\''
15,95,P05,2013-09-17,£ódŸ,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"wt.\"',182,'\'(156.666667-190.833333]\''
10,10,P04,2013-08-20,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',105,'\'(88.333333-122.5]\''
3,137,P03,2013-08-28,Rzeszów,Po³udnie,8,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',133,'\'(122.5-156.666667]\''
6,46,P05,2013-10-01,£ódŸ,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"wt.\"',213,'\'(190.833333-inf)\''
6,36,P01,2013-10-18,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"pt.\"',201,'\'(190.833333-inf)\''
2,23,P01,2013-10-04,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"pt.\"',225,'\'(190.833333-inf)\''
8,170,P03,2013-10-28,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',45,'\'(-inf-54.166667]\''
8,68,P03,2013-08-19,Rzeszów,Po³udnie,8,'\'(60.333333-90]\'','\'All\'','\"pon.\"',130,'\'(122.5-156.666667]\''
6,44,P01,2013-09-22,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"niedz.\"',144,'\'(122.5-156.666667]\''
4,90,P05,2013-09-12,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'','\"czw.\"',169,'\'(156.666667-190.833333]\''
2,146,P04,2013-10-27,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',158,'\'(156.666667-190.833333]\''
11,124,P04,2013-08-04,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',48,'\'(-inf-54.166667]\''
9,158,P05,2013-09-23,£ódŸ,Centrum,9,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',28,'\'(-inf-54.166667]\''
7,112,P05,2013-09-17,£ódŸ,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"wt.\"',44,'\'(-inf-54.166667]\''
3,8,P03,2013-10-30,Rzeszów,Po³udnie,10,'\'(-inf-30.666667]\'','\'All\'','\"?r.\"',168,'\'(156.666667-190.833333]\''
15,92,P04,2013-10-09,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'','\"?r.\"',152,'\'(122.5-156.666667]\''
5,36,P03,2013-09-22,Rzeszów,Po³udnie,9,'\'(30.666667-60.333333]\'','\'All\'','\"niedz.\"',177,'\'(156.666667-190.833333]\''
4,12,P04,2013-10-13,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',150,'\'(122.5-156.666667]\''
12,12,P01,2013-10-15,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',172,'\'(156.666667-190.833333]\''
4,33,P02,2013-08-13,Wroc³aw,Zachód,8,'\'(30.666667-60.333333]\'','\'All\'','\"wt.\"',78,'\'(54.166667-88.333333]\''
4,177,P04,2013-10-07,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',90,'\'(88.333333-122.5]\''
12,112,P01,2013-09-26,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"czw.\"',101,'\'(88.333333-122.5]\''
9,179,P04,2013-10-27,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"niedz.\"',211,'\'(190.833333-inf)\''
9,125,P01,2013-08-01,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',103,'\'(88.333333-122.5]\''
5,158,P03,2013-08-28,Rzeszów,Po³udnie,8,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',139,'\'(122.5-156.666667]\''
15,46,P04,2013-08-14,Warszawa,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'','\"?r.\"',185,'\'(156.666667-190.833333]\''
5,141,P01,2013-08-13,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',55,'\'(54.166667-88.333333]\''
5,81,P05,2013-10-04,£ódŸ,Centrum,10,'\'(60.333333-90]\'','\'All\'','\"pt.\"',25,'\'(-inf-54.166667]\''
12,151,P01,2013-10-10,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',132,'\'(122.5-156.666667]\''
13,165,P03,2013-10-25,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'','\"pt.\"',59,'\'(54.166667-88.333333]\''
4,169,P03,2013-10-07,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',119,'\'(88.333333-122.5]\''
9,75,P03,2013-09-15,Rzeszów,Po³udnie,9,'\'(60.333333-90]\'','\'All\'','\"niedz.\"',58,'\'(54.166667-88.333333]\''
11,146,P02,2013-08-08,Wroc³aw,Zachód,8,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',170,'\'(156.666667-190.833333]\''
13,72,P04,2013-10-22,Warszawa,Centrum,10,'\'(60.333333-90]\'','\'All\'','\"wt.\"',188,'\'(156.666667-190.833333]\''
12,85,P02,2013-10-07,Wroc³aw,Zachód,10,'\'(60.333333-90]\'','\'All\'','\"pon.\"',40,'\'(-inf-54.166667]\''
6,60,P02,2013-08-11,Wroc³aw,Zachód,8,'\'(30.666667-60.333333]\'','\'All\'','\"niedz.\"',23,'\'(-inf-54.166667]\''
4,86,P01,2013-09-12,Warszawa,Centrum,9,'\'(60.333333-90]\'','\'All\'','\"czw.\"',70,'\'(54.166667-88.333333]\''
15,24,P04,2013-08-24,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"sob.\"',130,'\'(122.5-156.666667]\''
14,93,P04,2013-10-25,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'','\"pt.\"',75,'\'(54.166667-88.333333]\''
10,15,P05,2013-10-08,£ódŸ,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',216,'\'(190.833333-inf)\''
9,130,P01,2013-08-30,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"pt.\"',27,'\'(-inf-54.166667]\''
14,45,P02,2013-10-11,Wroc³aw,Zachód,10,'\'(30.666667-60.333333]\'','\'All\'','\"pt.\"',223,'\'(190.833333-inf)\''
14,124,P05,2013-09-29,£ódŸ,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',126,'\'(122.5-156.666667]\''
12,31,P04,2013-10-05,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',117,'\'(88.333333-122.5]\''
14,145,P02,2013-08-07,Wroc³aw,Zachód,8,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',22,'\'(-inf-54.166667]\''
13,166,P02,2013-08-10,Wroc³aw,Zachód,8,'\'(149.333333-inf)\'','\'All\'','\"sob.\"',58,'\'(54.166667-88.333333]\''
15,157,P04,2013-08-09,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"pt.\"',84,'\'(54.166667-88.333333]\''
14,114,P02,2013-10-19,Wroc³aw,Zachód,10,'\'(90-119.666667]\'','\'All\'','\"sob.\"',156,'\'(122.5-156.666667]\''
15,29,P05,2013-08-06,£ódŸ,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',68,'\'(54.166667-88.333333]\''
