@relation '01_klienci4-weka.filters.unsupervised.attribute.Reorder-R1-2,4-8,3-weka.filters.unsupervised.attribute.Copy-R8-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial-R9-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.InterquartileRange-R2-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.Copy-R2-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial_czas rozmowy-R10-weka.filters.unsupervised.attribute.Copy-R10-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R10-precision6-weka.filters.supervised.attribute.Discretize-R11-precision6-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial_czas rozmowy_supervised-R11-weka.filters.unsupervised.attribute.Reorder-R1-7,10-11,8,9'

@attribute 'numer klienta' {6,12,9,3,7,11,2,5,10,1,8,4,15,13,14}
@attribute 'czas rozmowy' numeric
@attribute przedstawiciel {P03,P02,P05,P01,P04}
@attribute 'data rozmowy' date yyyy-MM-dd
@attribute Oddzia³ {Rzeszów,Wroc³aw,£ódŸ,Warszawa}
@attribute Region {Po³udnie,Zachód,Centrum}
@attribute miesi¹c {9,10,8}
@attribute 'przedzial_czas rozmowy' {'\'(-inf-30.666667]\'','\'(30.666667-60.333333]\'','\'(60.333333-90]\'','\'(90-119.666667]\'','\'(119.666667-149.333333]\'','\'(149.333333-inf)\''}
@attribute 'przedzial_czas rozmowy_supervised' {'\'All\''}
@attribute 'kwota zakupu' numeric
@attribute przedzial {'\'(-inf-54.166667]\'','\'(54.166667-88.333333]\'','\'(88.333333-122.5]\'','\'(122.5-156.666667]\'','\'(156.666667-190.833333]\'','\'(190.833333-inf)\''}

@data
10,13,P02,2013-08-14,Wroc³aw,Zachód,8,'\'(-inf-30.666667]\'','\'All\'',114,'\'(88.333333-122.5]\''
13,54,P05,2013-10-17,£ódŸ,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'',20,'\'(-inf-54.166667]\''
9,61,P02,2013-10-14,Wroc³aw,Zachód,10,'\'(60.333333-90]\'','\'All\'',164,'\'(156.666667-190.833333]\''
13,141,P05,2013-10-28,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',223,'\'(190.833333-inf)\''
10,110,P05,2013-09-27,£ódŸ,Centrum,9,'\'(90-119.666667]\'','\'All\'',103,'\'(88.333333-122.5]\''
3,3,P05,2013-10-06,£ódŸ,Centrum,10,'\'(-inf-30.666667]\'','\'All\'',209,'\'(190.833333-inf)\''
11,91,P01,2013-09-26,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'',89,'\'(88.333333-122.5]\''
15,149,P03,2013-10-30,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'',216,'\'(190.833333-inf)\''
1,173,P04,2013-10-15,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'',64,'\'(54.166667-88.333333]\''
7,29,P02,2013-09-19,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'',66,'\'(54.166667-88.333333]\''
6,130,P04,2013-08-30,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',210,'\'(190.833333-inf)\''
2,164,P04,2013-08-23,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'',214,'\'(190.833333-inf)\''
5,44,P04,2013-10-27,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'',120,'\'(88.333333-122.5]\''
3,151,P03,2013-09-12,Rzeszów,Po³udnie,9,'\'(149.333333-inf)\'','\'All\'',63,'\'(54.166667-88.333333]\''
14,1,P05,2013-10-06,£ódŸ,Centrum,10,'\'(-inf-30.666667]\'','\'All\'',37,'\'(-inf-54.166667]\''
12,93,P03,2013-08-05,Rzeszów,Po³udnie,8,'\'(90-119.666667]\'','\'All\'',120,'\'(88.333333-122.5]\''
10,27,P03,2013-08-06,Rzeszów,Po³udnie,8,'\'(-inf-30.666667]\'','\'All\'',124,'\'(122.5-156.666667]\''
11,122,P04,2013-10-09,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',128,'\'(122.5-156.666667]\''
12,70,P05,2013-09-25,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'',183,'\'(156.666667-190.833333]\''
4,56,P05,2013-08-06,£ódŸ,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'',150,'\'(122.5-156.666667]\''
2,88,P05,2013-08-23,£ódŸ,Centrum,8,'\'(60.333333-90]\'','\'All\'',105,'\'(88.333333-122.5]\''
6,93,P03,2013-08-01,Rzeszów,Po³udnie,8,'\'(90-119.666667]\'','\'All\'',53,'\'(-inf-54.166667]\''
8,111,P01,2013-08-01,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'',110,'\'(88.333333-122.5]\''
5,84,P04,2013-10-05,Warszawa,Centrum,10,'\'(60.333333-90]\'','\'All\'',183,'\'(156.666667-190.833333]\''
7,1,P01,2013-09-22,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'',158,'\'(156.666667-190.833333]\''
1,147,P03,2013-09-15,Rzeszów,Po³udnie,9,'\'(119.666667-149.333333]\'','\'All\'',116,'\'(88.333333-122.5]\''
4,164,P02,2013-08-06,Wroc³aw,Zachód,8,'\'(149.333333-inf)\'','\'All\'',74,'\'(54.166667-88.333333]\''
8,48,P03,2013-09-22,Rzeszów,Po³udnie,9,'\'(30.666667-60.333333]\'','\'All\'',23,'\'(-inf-54.166667]\''
7,26,P03,2013-08-14,Rzeszów,Po³udnie,8,'\'(-inf-30.666667]\'','\'All\'',130,'\'(122.5-156.666667]\''
11,176,P02,2013-09-27,Wroc³aw,Zachód,9,'\'(149.333333-inf)\'','\'All\'',141,'\'(122.5-156.666667]\''
14,36,P03,2013-08-24,Rzeszów,Po³udnie,8,'\'(30.666667-60.333333]\'','\'All\'',155,'\'(122.5-156.666667]\''
11,106,P04,2013-08-08,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'',59,'\'(54.166667-88.333333]\''
5,135,P01,2013-09-05,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'',86,'\'(54.166667-88.333333]\''
6,62,P05,2013-08-15,£ódŸ,Centrum,8,'\'(60.333333-90]\'','\'All\'',207,'\'(190.833333-inf)\''
11,121,P04,2013-08-12,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',218,'\'(190.833333-inf)\''
3,100,P02,2013-10-28,Wroc³aw,Zachód,10,'\'(90-119.666667]\'','\'All\'',105,'\'(88.333333-122.5]\''
14,132,P01,2013-09-29,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'',44,'\'(-inf-54.166667]\''
1,135,P03,2013-10-29,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'',42,'\'(-inf-54.166667]\''
7,83,P01,2013-10-24,Warszawa,Centrum,10,'\'(60.333333-90]\'','\'All\'',107,'\'(88.333333-122.5]\''
10,87,P01,2013-09-05,Warszawa,Centrum,9,'\'(60.333333-90]\'','\'All\'',46,'\'(-inf-54.166667]\''
10,2,P04,2013-09-21,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'',72,'\'(54.166667-88.333333]\''
7,175,P02,2013-10-16,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'',170,'\'(156.666667-190.833333]\''
8,91,P05,2013-08-23,£ódŸ,Centrum,8,'\'(90-119.666667]\'','\'All\'',154,'\'(122.5-156.666667]\''
9,55,P01,2013-10-01,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'',46,'\'(-inf-54.166667]\''
15,95,P05,2013-09-17,£ódŸ,Centrum,9,'\'(90-119.666667]\'','\'All\'',182,'\'(156.666667-190.833333]\''
10,10,P04,2013-08-20,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'',105,'\'(88.333333-122.5]\''
3,137,P03,2013-08-28,Rzeszów,Po³udnie,8,'\'(119.666667-149.333333]\'','\'All\'',133,'\'(122.5-156.666667]\''
6,46,P05,2013-10-01,£ódŸ,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'',213,'\'(190.833333-inf)\''
6,36,P01,2013-10-18,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'',201,'\'(190.833333-inf)\''
2,23,P01,2013-10-04,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'',225,'\'(190.833333-inf)\''
8,170,P03,2013-10-28,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'',45,'\'(-inf-54.166667]\''
8,68,P03,2013-08-19,Rzeszów,Po³udnie,8,'\'(60.333333-90]\'','\'All\'',130,'\'(122.5-156.666667]\''
6,44,P01,2013-09-22,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'',144,'\'(122.5-156.666667]\''
4,90,P05,2013-09-12,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'',169,'\'(156.666667-190.833333]\''
2,146,P04,2013-10-27,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',158,'\'(156.666667-190.833333]\''
11,124,P04,2013-08-04,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',48,'\'(-inf-54.166667]\''
9,158,P05,2013-09-23,£ódŸ,Centrum,9,'\'(149.333333-inf)\'','\'All\'',28,'\'(-inf-54.166667]\''
7,112,P05,2013-09-17,£ódŸ,Centrum,9,'\'(90-119.666667]\'','\'All\'',44,'\'(-inf-54.166667]\''
3,8,P03,2013-10-30,Rzeszów,Po³udnie,10,'\'(-inf-30.666667]\'','\'All\'',168,'\'(156.666667-190.833333]\''
15,92,P04,2013-10-09,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'',152,'\'(122.5-156.666667]\''
5,36,P03,2013-09-22,Rzeszów,Po³udnie,9,'\'(30.666667-60.333333]\'','\'All\'',177,'\'(156.666667-190.833333]\''
4,12,P04,2013-10-13,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'',150,'\'(122.5-156.666667]\''
12,12,P01,2013-10-15,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'',172,'\'(156.666667-190.833333]\''
4,33,P02,2013-08-13,Wroc³aw,Zachód,8,'\'(30.666667-60.333333]\'','\'All\'',78,'\'(54.166667-88.333333]\''
4,177,P04,2013-10-07,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'',90,'\'(88.333333-122.5]\''
12,112,P01,2013-09-26,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'',101,'\'(88.333333-122.5]\''
9,179,P04,2013-10-27,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'',211,'\'(190.833333-inf)\''
9,125,P01,2013-08-01,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',103,'\'(88.333333-122.5]\''
5,158,P03,2013-08-28,Rzeszów,Po³udnie,8,'\'(149.333333-inf)\'','\'All\'',139,'\'(122.5-156.666667]\''
15,46,P04,2013-08-14,Warszawa,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'',185,'\'(156.666667-190.833333]\''
5,141,P01,2013-08-13,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',55,'\'(54.166667-88.333333]\''
5,81,P05,2013-10-04,£ódŸ,Centrum,10,'\'(60.333333-90]\'','\'All\'',25,'\'(-inf-54.166667]\''
12,151,P01,2013-10-10,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'',132,'\'(122.5-156.666667]\''
13,165,P03,2013-10-25,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'',59,'\'(54.166667-88.333333]\''
4,169,P03,2013-10-07,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'',119,'\'(88.333333-122.5]\''
9,75,P03,2013-09-15,Rzeszów,Po³udnie,9,'\'(60.333333-90]\'','\'All\'',58,'\'(54.166667-88.333333]\''
11,146,P02,2013-08-08,Wroc³aw,Zachód,8,'\'(119.666667-149.333333]\'','\'All\'',170,'\'(156.666667-190.833333]\''
13,72,P04,2013-10-22,Warszawa,Centrum,10,'\'(60.333333-90]\'','\'All\'',188,'\'(156.666667-190.833333]\''
12,85,P02,2013-10-07,Wroc³aw,Zachód,10,'\'(60.333333-90]\'','\'All\'',40,'\'(-inf-54.166667]\''
6,60,P02,2013-08-11,Wroc³aw,Zachód,8,'\'(30.666667-60.333333]\'','\'All\'',23,'\'(-inf-54.166667]\''
4,86,P01,2013-09-12,Warszawa,Centrum,9,'\'(60.333333-90]\'','\'All\'',70,'\'(54.166667-88.333333]\''
15,24,P04,2013-08-24,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'',130,'\'(122.5-156.666667]\''
14,93,P04,2013-10-25,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'',75,'\'(54.166667-88.333333]\''
10,15,P05,2013-10-08,£ódŸ,Centrum,10,'\'(-inf-30.666667]\'','\'All\'',216,'\'(190.833333-inf)\''
9,130,P01,2013-08-30,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',27,'\'(-inf-54.166667]\''
14,45,P02,2013-10-11,Wroc³aw,Zachód,10,'\'(30.666667-60.333333]\'','\'All\'',223,'\'(190.833333-inf)\''
14,124,P05,2013-09-29,£ódŸ,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'',126,'\'(122.5-156.666667]\''
12,31,P04,2013-10-05,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'',117,'\'(88.333333-122.5]\''
14,145,P02,2013-08-07,Wroc³aw,Zachód,8,'\'(119.666667-149.333333]\'','\'All\'',22,'\'(-inf-54.166667]\''
13,166,P02,2013-08-10,Wroc³aw,Zachód,8,'\'(149.333333-inf)\'','\'All\'',58,'\'(54.166667-88.333333]\''
15,157,P04,2013-08-09,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'',84,'\'(54.166667-88.333333]\''
14,114,P02,2013-10-19,Wroc³aw,Zachód,10,'\'(90-119.666667]\'','\'All\'',156,'\'(122.5-156.666667]\''
15,29,P05,2013-08-06,£ódŸ,Centrum,8,'\'(-inf-30.666667]\'','\'All\'',68,'\'(54.166667-88.333333]\''
4,160,P04,2013-10-09,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'',203,'\'(190.833333-inf)\''
13,103,P04,2013-08-12,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'',43,'\'(-inf-54.166667]\''
3,127,P01,2013-08-11,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',205,'\'(190.833333-inf)\''
8,107,P02,2013-08-18,Wroc³aw,Zachód,8,'\'(90-119.666667]\'','\'All\'',169,'\'(156.666667-190.833333]\''
12,74,P03,2013-09-27,Rzeszów,Po³udnie,9,'\'(60.333333-90]\'','\'All\'',82,'\'(54.166667-88.333333]\''
8,156,P04,2013-08-26,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'',49,'\'(-inf-54.166667]\''
6,177,P01,2013-10-14,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'',138,'\'(122.5-156.666667]\''
13,67,P03,2013-10-16,Rzeszów,Po³udnie,10,'\'(60.333333-90]\'','\'All\'',27,'\'(-inf-54.166667]\''
12,36,P04,2013-08-10,Warszawa,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'',84,'\'(54.166667-88.333333]\''
13,46,P05,2013-10-08,£ódŸ,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'',225,'\'(190.833333-inf)\''
7,68,P03,2013-08-12,Rzeszów,Po³udnie,8,'\'(60.333333-90]\'','\'All\'',27,'\'(-inf-54.166667]\''
9,131,P03,2013-10-09,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'',21,'\'(-inf-54.166667]\''
4,167,P02,2013-09-06,Wroc³aw,Zachód,9,'\'(149.333333-inf)\'','\'All\'',112,'\'(88.333333-122.5]\''
15,48,P05,2013-10-19,£ódŸ,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'',27,'\'(-inf-54.166667]\''
14,136,P02,2013-10-20,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'',83,'\'(54.166667-88.333333]\''
9,145,P02,2013-09-09,Wroc³aw,Zachód,9,'\'(119.666667-149.333333]\'','\'All\'',24,'\'(-inf-54.166667]\''
12,84,P03,2013-09-16,Rzeszów,Po³udnie,9,'\'(60.333333-90]\'','\'All\'',208,'\'(190.833333-inf)\''
14,23,P04,2013-09-12,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'',137,'\'(122.5-156.666667]\''
6,7,P01,2013-08-18,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'',179,'\'(156.666667-190.833333]\''
12,176,P04,2013-08-11,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'',187,'\'(156.666667-190.833333]\''
9,26,P01,2013-09-19,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'',167,'\'(156.666667-190.833333]\''
8,122,P03,2013-10-06,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'',121,'\'(88.333333-122.5]\''
11,28,P03,2013-08-29,Rzeszów,Po³udnie,8,'\'(-inf-30.666667]\'','\'All\'',177,'\'(156.666667-190.833333]\''
5,25,P02,2013-09-19,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'',137,'\'(122.5-156.666667]\''
5,33,P04,2013-09-11,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'',172,'\'(156.666667-190.833333]\''
14,179,P04,2013-10-26,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'',131,'\'(122.5-156.666667]\''
14,96,P03,2013-09-08,Rzeszów,Po³udnie,9,'\'(90-119.666667]\'','\'All\'',201,'\'(190.833333-inf)\''
6,151,P01,2013-10-08,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'',61,'\'(54.166667-88.333333]\''
1,3,P02,2013-10-05,Wroc³aw,Zachód,10,'\'(-inf-30.666667]\'','\'All\'',179,'\'(156.666667-190.833333]\''
6,128,P05,2013-08-22,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',142,'\'(122.5-156.666667]\''
10,127,P02,2013-08-28,Wroc³aw,Zachód,8,'\'(119.666667-149.333333]\'','\'All\'',130,'\'(122.5-156.666667]\''
5,15,P04,2013-08-28,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'',54,'\'(-inf-54.166667]\''
15,157,P02,2013-09-04,Wroc³aw,Zachód,9,'\'(149.333333-inf)\'','\'All\'',89,'\'(88.333333-122.5]\''
13,132,P04,2013-09-15,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'',204,'\'(190.833333-inf)\''
6,24,P02,2013-09-26,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'',29,'\'(-inf-54.166667]\''
10,157,P05,2013-10-30,£ódŸ,Centrum,10,'\'(149.333333-inf)\'','\'All\'',134,'\'(122.5-156.666667]\''
4,154,P03,2013-09-25,Rzeszów,Po³udnie,9,'\'(149.333333-inf)\'','\'All\'',164,'\'(156.666667-190.833333]\''
11,112,P04,2013-08-12,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'',52,'\'(-inf-54.166667]\''
6,50,P05,2013-08-30,£ódŸ,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'',156,'\'(122.5-156.666667]\''
13,114,P02,2013-10-25,Wroc³aw,Zachód,10,'\'(90-119.666667]\'','\'All\'',74,'\'(54.166667-88.333333]\''
15,156,P01,2013-10-24,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'',120,'\'(88.333333-122.5]\''
14,86,P05,2013-09-02,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'',65,'\'(54.166667-88.333333]\''
7,147,P01,2013-10-04,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',37,'\'(-inf-54.166667]\''
6,61,P03,2013-08-04,Rzeszów,Po³udnie,8,'\'(60.333333-90]\'','\'All\'',171,'\'(156.666667-190.833333]\''
4,24,P02,2013-10-12,Wroc³aw,Zachód,10,'\'(-inf-30.666667]\'','\'All\'',46,'\'(-inf-54.166667]\''
6,65,P03,2013-08-17,Rzeszów,Po³udnie,8,'\'(60.333333-90]\'','\'All\'',116,'\'(88.333333-122.5]\''
4,100,P05,2013-10-25,£ódŸ,Centrum,10,'\'(90-119.666667]\'','\'All\'',133,'\'(122.5-156.666667]\''
4,51,P04,2013-10-26,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'',185,'\'(156.666667-190.833333]\''
4,29,P05,2013-08-13,£ódŸ,Centrum,8,'\'(-inf-30.666667]\'','\'All\'',50,'\'(-inf-54.166667]\''
1,179,P02,2013-10-14,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'',219,'\'(190.833333-inf)\''
4,152,P04,2013-09-12,Warszawa,Centrum,9,'\'(149.333333-inf)\'','\'All\'',210,'\'(190.833333-inf)\''
9,122,P01,2013-10-05,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',182,'\'(156.666667-190.833333]\''
3,35,P01,2013-08-14,Warszawa,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'',135,'\'(122.5-156.666667]\''
9,87,P05,2013-09-10,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'',115,'\'(88.333333-122.5]\''
10,30,P02,2013-08-30,Wroc³aw,Zachód,8,'\'(-inf-30.666667]\'','\'All\'',209,'\'(190.833333-inf)\''
13,131,P02,2013-10-01,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'',173,'\'(156.666667-190.833333]\''
6,137,P01,2013-10-01,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',155,'\'(122.5-156.666667]\''
12,16,P03,2013-10-02,Rzeszów,Po³udnie,10,'\'(-inf-30.666667]\'','\'All\'',112,'\'(88.333333-122.5]\''
6,56,P03,2013-09-28,Rzeszów,Po³udnie,9,'\'(30.666667-60.333333]\'','\'All\'',203,'\'(190.833333-inf)\''
11,169,P02,2013-10-24,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'',25,'\'(-inf-54.166667]\''
12,10,P05,2013-08-22,£ódŸ,Centrum,8,'\'(-inf-30.666667]\'','\'All\'',80,'\'(54.166667-88.333333]\''
15,21,P04,2013-10-01,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'',56,'\'(54.166667-88.333333]\''
13,4,P03,2013-08-31,Rzeszów,Po³udnie,8,'\'(-inf-30.666667]\'','\'All\'',224,'\'(190.833333-inf)\''
3,123,P05,2013-10-13,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',166,'\'(156.666667-190.833333]\''
12,91,P03,2013-08-21,Rzeszów,Po³udnie,8,'\'(90-119.666667]\'','\'All\'',75,'\'(54.166667-88.333333]\''
3,16,P04,2013-09-15,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'',211,'\'(190.833333-inf)\''
11,139,P03,2013-09-01,Rzeszów,Po³udnie,9,'\'(119.666667-149.333333]\'','\'All\'',87,'\'(54.166667-88.333333]\''
11,144,P05,2013-10-13,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',33,'\'(-inf-54.166667]\''
14,112,P04,2013-08-18,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'',108,'\'(88.333333-122.5]\''
12,179,P05,2013-09-22,£ódŸ,Centrum,9,'\'(149.333333-inf)\'','\'All\'',95,'\'(88.333333-122.5]\''
5,35,P03,2013-08-29,Rzeszów,Po³udnie,8,'\'(30.666667-60.333333]\'','\'All\'',87,'\'(54.166667-88.333333]\''
8,139,P03,2013-08-09,Rzeszów,Po³udnie,8,'\'(119.666667-149.333333]\'','\'All\'',170,'\'(156.666667-190.833333]\''
4,74,P01,2013-08-27,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'',70,'\'(54.166667-88.333333]\''
11,144,P05,2013-09-29,£ódŸ,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'',198,'\'(190.833333-inf)\''
2,79,P05,2013-09-29,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'',196,'\'(190.833333-inf)\''
7,138,P05,2013-08-20,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',188,'\'(156.666667-190.833333]\''
1,79,P01,2013-10-20,Warszawa,Centrum,10,'\'(60.333333-90]\'','\'All\'',145,'\'(122.5-156.666667]\''
15,12,P02,2013-09-30,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'',77,'\'(54.166667-88.333333]\''
13,69,P02,2013-09-18,Wroc³aw,Zachód,9,'\'(60.333333-90]\'','\'All\'',92,'\'(88.333333-122.5]\''
3,132,P04,2013-10-19,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',89,'\'(88.333333-122.5]\''
9,14,P02,2013-10-08,Wroc³aw,Zachód,10,'\'(-inf-30.666667]\'','\'All\'',76,'\'(54.166667-88.333333]\''
3,68,P04,2013-08-16,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'',41,'\'(-inf-54.166667]\''
11,164,P04,2013-10-02,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'',140,'\'(122.5-156.666667]\''
10,152,P03,2013-10-26,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'',123,'\'(122.5-156.666667]\''
14,54,P01,2013-10-04,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'',122,'\'(88.333333-122.5]\''
2,37,P02,2013-09-09,Wroc³aw,Zachód,9,'\'(30.666667-60.333333]\'','\'All\'',157,'\'(156.666667-190.833333]\''
15,42,P04,2013-08-05,Warszawa,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'',102,'\'(88.333333-122.5]\''
6,41,P02,2013-08-02,Wroc³aw,Zachód,8,'\'(30.666667-60.333333]\'','\'All\'',78,'\'(54.166667-88.333333]\''
9,116,P05,2013-08-31,£ódŸ,Centrum,8,'\'(90-119.666667]\'','\'All\'',72,'\'(54.166667-88.333333]\''
8,55,P03,2013-08-09,Rzeszów,Po³udnie,8,'\'(30.666667-60.333333]\'','\'All\'',196,'\'(190.833333-inf)\''
6,130,P05,2013-08-15,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',160,'\'(156.666667-190.833333]\''
10,115,P05,2013-09-17,£ódŸ,Centrum,9,'\'(90-119.666667]\'','\'All\'',30,'\'(-inf-54.166667]\''
5,42,P05,2013-09-28,£ódŸ,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'',43,'\'(-inf-54.166667]\''
6,149,P05,2013-08-03,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',182,'\'(156.666667-190.833333]\''
14,101,P02,2013-09-04,Wroc³aw,Zachód,9,'\'(90-119.666667]\'','\'All\'',134,'\'(122.5-156.666667]\''
8,102,P01,2013-09-28,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'',218,'\'(190.833333-inf)\''
11,7,P05,2013-09-25,£ódŸ,Centrum,9,'\'(-inf-30.666667]\'','\'All\'',131,'\'(122.5-156.666667]\''
7,158,P04,2013-10-08,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'',224,'\'(190.833333-inf)\''
10,162,P05,2013-09-14,£ódŸ,Centrum,9,'\'(149.333333-inf)\'','\'All\'',26,'\'(-inf-54.166667]\''
